time(UTC),Year,Month,Day,Hour(UTC),Hour Taxila,G(h),Gd(h),T2m,RH,Gb(n),IR(h),WS10m,WD10m,SP,,,,,,
20050817:0600,2005,08,17,06,11,780.5,226.9,27.41,69.6,616.69,430,0.41,217,93390,,,,,,
20050817:0700,2005,08,17,07,12,768.65,178.4,29.34,69.95,630.03,435.65,1.03,235,93310,,,,,,
20050817:0800,2005,08,17,08,13,636.65,193.8,29.75,69.95,480.83,438.35,0.55,164,93230,,,,,,
20050817:0900,2005,08,17,09,14,556,167.5,30.03,70,456.39,437,0.69,204,93150,,,,,,
20050817:1000,2005,08,17,10,15,521.2,140.5,30.4,65.7,519.89,438.15,0.97,227,93100,,,,,,
20050817:1100,2005,08,17,11,16,326.1,120,30.35,67.8,360.17,434.3,1.17,229,93010,,,,,,
20050817:1200,2005,08,17,12,17,142.6,68.65,30.03,65.6,193.57,430.6,0.76,255,93010,,,,,,
20050817:1300,2005,08,17,13,18,24.65,17.05,28.84,69.85,43.53,428.1,0.69,7,93020,,,,,,
20050817:1400,2005,08,17,14,19,0,0,27.19,81.9,0,425.75,0.07,263,93050,,,,,,
20050817:1500,2005,08,17,15,20,0,0,26.47,84.55,0,417.65,0.62,66,93050,,,,,,
20050817:1600,2005,08,17,16,21,0,0,25.87,90.2,0,411.85,0.83,54,93110,,,,,,
20050817:1700,2005,08,17,17,22,0,0,25.19,96.2,0,410.1,0.9,56,93140,,,,,,
20050817:1800,2005,08,17,18,23,0,0,24.83,96.2,0,412.2,0.9,47,93170,,,,,,
20050817:1900,2005,08,17,19,0,0,0,25.06,93.15,0,415.3,0.34,75,93200,,,,,,
20050817:2000,2005,08,17,20,1,0,0,24.38,96.2,0,414.15,0.97,244,93230,,,,,,
20050817:2100,2005,08,17,21,2,0,0,24.1,96.2,0,415.7,0.62,30,93170,,,,,,
20050817:2200,2005,08,17,22,3,0,0,23.91,93.1,0,413.95,0.83,331,93180,,,,,,
20050817:2300,2005,08,17,23,4,0,0,23.23,96.2,0,407.75,1.38,292,93190,,,,,,
20050818:0000,2005,08,18,00,5,0,0,22.96,96.2,0,404.65,0.97,21,93170,,,,,,
20050818:0100,2005,08,18,01,6,97.9,54.2,22.99,93.05,531.6,401.1,1.24,49,93190,,,,,,
20050818:0200,2005,08,18,02,7,185.4,93.05,23.73,93.05,315.24,396.15,0.9,141,93250,,,,,,
20050818:0300,2005,08,18,03,8,418.85,121.6,24.76,87.2,603.73,409.3,2.14,176,93280,,,,,,
20050818:0400,2005,08,18,04,9,568.75,162.75,25.75,81.75,608.85,409.7,2.14,179,93320,,,,,,
20050818:0500,2005,08,18,05,10,611.15,201.25,27.04,74.25,509.52,413.95,1.38,174,93320,,,,,,
20050818:0600,2005,08,18,06,11,733.9,184.55,28.03,69.65,613.15,427.9,1.24,174,93320,,,,,,
20050818:0700,2005,08,18,07,12,823.75,166.3,28.83,69.75,703.18,422.85,1.45,217,93280,,,,,,
20050818:0800,2005,08,18,08,13,743.7,167,29.72,67.7,627.61,427.7,1.31,201,93220,,,,,,
20050818:0900,2005,08,18,09,14,644.05,151.65,30.09,63.5,580.1,430.4,1.31,182,93180,,,,,,
20050818:1000,2005,08,18,10,15,549.9,124,30.44,61.55,583.81,436,0.97,176,93140,,,,,,
20050818:1100,2005,08,18,11,16,329.85,103.3,30.63,59.55,398.06,425.55,0.83,181,93070,,,,,,
20050818:1200,2005,08,18,12,17,164.9,65.2,30.33,61.45,263.35,423.85,0.69,203,93020,,,,,,
20050818:1300,2005,08,18,13,18,30.05,19.85,29.81,63.4,59.7,421.9,0.34,105,93030,,,,,,
20050818:1400,2005,08,18,14,19,0,0,28.68,72.1,0,411.25,1.17,93,93040,,,,,,
20050818:1500,2005,08,18,15,20,0,0,27.41,76.8,0,412.2,1.38,94,93080,,,,,,
20050818:1600,2005,08,18,16,21,0,0,26.42,84.55,0,403.3,1.45,90,93120,,,,,,
20050818:1700,2005,08,18,17,22,0,0,25.79,87.3,0,401.2,1.52,87,93160,,,,,,
20050818:1800,2005,08,18,18,23,0,0,25.28,90.15,0,398.1,1.59,85,93170,,,,,,
20050818:1900,2005,08,18,19,0,0,0,25.07,90.15,0,399.45,1.66,79,93180,,,,,,
20050818:2000,2005,08,18,20,1,0,0,24.77,90.1,0,398.45,1.72,76,93170,,,,,,
20050818:2100,2005,08,18,21,2,0,0,24.49,90.1,0,397.7,1.86,72,93140,,,,,,
20050818:2200,2005,08,18,22,3,0,0,24.44,87.2,0,400.2,1.93,68,93140,,,,,,
20050818:2300,2005,08,18,23,4,0,0,24.42,87.2,0,403.7,2,62,93120,,,,,,
20050819:0000,2005,08,19,00,5,0,0,24.15,87.15,0,396.35,2,62,93130,,,,,,
20050819:0100,2005,08,19,01,6,106.1,55.35,24,87.15,635.04,396.45,2,63,93140,,,,,,
20050819:0200,2005,08,19,02,7,263.8,120.95,25.39,84.45,491.03,395.2,1.31,82,93180,,,,,,
20050819:0300,2005,08,19,03,8,396.6,147.8,27.53,71.9,507.22,408.15,1.03,165,93220,,,,,,
20050819:0400,2005,08,19,04,9,539.35,190.65,28.32,72,524.28,416.65,1.93,197,93270,,,,,,
20050819:0500,2005,08,19,05,10,695.5,175.5,28.81,72.1,647.76,430.4,2,213,93270,,,,,,
20050819:0600,2005,08,19,06,11,760.75,198.6,29.42,69.95,628.7,425.2,2.14,234,93290,,,,,,
20050819:0700,2005,08,19,07,12,784.5,190.4,30.54,63.6,636.76,426.9,1.38,245,93160,,,,,,
20050819:0800,2005,08,19,08,13,788.65,170.45,31.17,61.65,674.38,425.55,1.38,231,93120,,,,,,
20050819:0900,2005,08,19,09,14,725.5,143.1,31.7,59.75,688.15,429.65,1.1,217,93060,,,,,,
20050819:1000,2005,08,19,10,15,553,132.2,32.01,57.95,579.05,426.15,0.97,201,93010,,,,,,
20050819:1100,2005,08,19,11,16,347.3,97.25,31.88,56.1,441.81,425.55,0.76,183,92930,,,,,,
20050819:1200,2005,08,19,12,17,138.55,68.55,31.7,55.95,186.63,426.55,0.48,121,92920,,,,,,
20050819:1300,2005,08,19,13,18,24.4,17.5,29.74,65.5,41.31,424.8,1.45,204,92980,,,,,,
20050819:1400,2005,08,19,14,19,0,0,28.01,74.4,0,413,1.1,209,92990,,,,,,
20050819:1500,2005,08,19,15,20,0,0,27.14,79.3,0,408.55,0.07,281,93010,,,,,,
20050819:1600,2005,08,19,16,21,0,0,26.37,84.55,0,404.85,0.76,41,93050,,,,,,
20050819:1700,2005,08,19,17,22,0,0,25.92,84.5,0,404.1,1.45,44,93070,,,,,,
20050819:1800,2005,08,19,18,23,0,0,25.27,90.15,0,401.4,1.45,51,93100,,,,,,
20050819:1900,2005,08,19,19,0,0,0,24.87,90.15,0,398.65,1.31,60,93030,,,,,,
20050819:2000,2005,08,19,20,1,0,0,24.64,90.1,0,400,1.45,61,93050,,,,,,
20050819:2100,2005,08,19,21,2,0,0,24.39,90.1,0,401.95,1.66,56,93020,,,,,,
20050819:2200,2005,08,19,22,3,0,0,23.67,93.05,0,400.8,1.45,71,93000,,,,,,
20050819:2300,2005,08,19,23,4,0,0,23.47,93.05,0,403.7,1.59,92,92990,,,,,,
20050820:0000,2005,08,20,00,5,0,0,23.32,93.05,0,399.65,1.59,56,92980,,,,,,
20050820:0100,2005,08,20,01,6,79.8,55.1,23.46,93.05,318.19,404.2,0.34,81,93070,,,,,,
20050820:0200,2005,08,20,02,7,234.35,113.15,24.71,90.1,419.54,402.9,0.9,162,93160,,,,,,
20050820:0300,2005,08,20,03,8,430.85,146.05,25.99,79.15,582.82,403.3,1.24,154,93190,,,,,,
20050820:0400,2005,08,20,04,9,618.15,172.3,27.19,76.7,672.13,407.4,1.52,173,93270,,,,,,
20050820:0500,2005,08,20,05,10,707.45,168.5,28.09,74.4,672.83,416.45,1.52,185,93330,,,,,,
20050820:0600,2005,08,20,06,11,797.25,199.35,28.76,74.5,670.06,425.95,1.31,154,93300,,,,,,
20050820:0700,2005,08,20,07,12,792.6,156.7,30.2,65.6,683.03,430.8,0.55,223,93200,,,,,,
20050820:0800,2005,08,20,08,13,792.1,158.1,30.86,59.65,693.32,429.65,0.14,254,93140,,,,,,
20050820:0900,2005,08,20,09,14,683.4,166.15,31.47,57.85,613.02,434.3,0.48,209,93070,,,,,,
20050820:1000,2005,08,20,10,15,515.85,130.65,31.71,57.85,532.18,436.2,1.1,196,93010,,,,,,
20050820:1100,2005,08,20,11,16,320.2,113.9,31.46,57.85,366.61,432.75,0.97,177,92950,,,,,,
20050820:1200,2005,08,20,12,17,147.7,65.85,30.93,57.75,220.33,430.8,1.24,130,92900,,,,,,
20050820:1300,2005,08,20,13,18,23.9,16.6,30.03,61.45,44.74,423.45,1.24,149,92940,,,,,,
20050820:1400,2005,08,20,14,19,0,0,28.62,69.75,0,420.9,1.03,159,92960,,,,,,
20050820:1500,2005,08,20,15,20,0,0,27.49,76.8,0,413.4,1.03,107,93010,,,,,,
20050820:1600,2005,08,20,16,21,0,0,26.69,81.85,0,414.75,1.24,86,93050,,,,,,
20050820:1700,2005,08,20,17,22,0,0,25.98,84.5,0,406.8,1.38,65,93070,,,,,,
20050820:1800,2005,08,20,18,23,0,0,25.45,87.3,0,408.35,1.31,49,93100,,,,,,
20050820:1900,2005,08,20,19,0,0,0,24.91,87.25,0,399.05,1.52,78,93140,,,,,,
20050820:2000,2005,08,20,20,1,0,0,24.5,90.1,0,403.1,1.45,72,93140,,,,,,
20050820:2100,2005,08,20,21,2,0,0,24.02,93.1,0,406.8,1.24,69,93140,,,,,,
20050820:2200,2005,08,20,22,3,0,0,23.29,96.2,0,403.7,0.55,66,93170,,,,,,
20050820:2300,2005,08,20,23,4,0,0,23.06,93.05,0,400.6,0.9,76,93120,,,,,,
20050821:0000,2005,08,21,00,5,0,0,22.84,93.05,0,398.1,1.1,58,93120,,,,,,
20050821:0100,2005,08,21,01,6,67.6,51.6,22.81,93.05,212.39,401.5,0.34,40,93200,,,,,,
20050821:0200,2005,08,21,02,7,237.9,100.7,23.87,90.1,478.31,404.65,0.34,339,93220,,,,,,
20050821:0300,2005,08,21,03,8,416.4,133.85,25.24,84.4,580.43,400.6,0.97,330,93260,,,,,,
20050821:0400,2005,08,21,04,9,567.35,182.4,26.74,76.65,581.88,410.3,0.48,338,93280,,,,,,
20050821:0500,2005,08,21,05,10,691.75,174,27.87,72,647.81,417.05,0.62,237,93300,,,,,,
20050821:0600,2005,08,21,06,11,869.05,153.85,28.79,72.1,803.2,424.8,1.31,237,93310,,,,,,
20050821:0700,2005,08,21,07,12,734.9,199.55,29.87,59.45,576.3,419.95,1.17,242,93220,,,,,,
20050821:0800,2005,08,21,08,13,798.2,151.2,30.37,57.6,709.32,428.1,1.45,224,93190,,,,,,
20050821:0900,2005,08,21,09,14,607.55,149.55,30.83,55.75,544.49,425.95,1.52,216,93140,,,,,,
20050821:1000,2005,08,21,10,15,469.65,144.25,30.94,54.05,451.41,426.35,1.38,214,93100,,,,,,
20050821:1100,2005,08,21,11,16,336.6,98.3,30.95,54.05,425.98,422.45,1.24,204,93050,,,,,,
20050821:1200,2005,08,21,12,17,157,64.55,30.74,55.75,251.33,425,0.62,215,93010,,,,,,
20050821:1300,2005,08,21,13,18,22.2,15.45,30.27,57.5,42.4,421.3,0.48,172,92990,,,,,,
20050821:1400,2005,08,21,14,19,0,0,29.17,65.4,0,414.15,0.69,145,93020,,,,,,
20050821:1500,2005,08,21,15,20,0,0,27.6,79.35,0,411.25,1.03,110,93070,,,,,,
20050821:1600,2005,08,21,16,21,0,0,26.71,81.85,0,405.25,1.17,95,93130,,,,,,
20050821:1700,2005,08,21,17,22,0,0,25.81,84.5,0,398.1,1.1,87,93160,,,,,,
20050821:1800,2005,08,21,18,23,0,0,25.31,87.3,0,399.05,1.17,78,93160,,,,,,
20050821:1900,2005,08,21,19,0,0,0,25.39,84.45,0,405.85,1.59,78,93170,,,,,,
20050821:2000,2005,08,21,20,1,0,0,24.98,84.4,0,401.55,1.72,77,93170,,,,,,
20050821:2100,2005,08,21,21,2,0,0,24.75,87.2,0,407,1.72,80,93150,,,,,,
20050821:2200,2005,08,21,22,3,0,0,24.31,87.2,0,403.3,1.52,82,93180,,,,,,
20050821:2300,2005,08,21,23,4,0,0,23.7,90.05,0,406.8,1.52,76,93200,,,,,,
20050822:0000,2005,08,22,00,5,0,0,23.45,90.05,0,410.45,1.31,80,93230,,,,,,
20050822:0100,2005,08,22,01,6,81.1,51.7,23.42,93.05,402.51,405.95,1.38,81,93260,,,,,,
20050822:0200,2005,08,22,02,7,265.15,89.9,24.68,87.2,615.36,400.6,1.17,96,93290,,,,,,
20050822:0300,2005,08,22,03,8,405.6,155.4,26.15,79.15,515.97,403.1,1.24,143,93350,,,,,,
20050822:0400,2005,08,22,04,9,510.3,169.75,27.03,76.7,516.17,414.9,1.66,165,93390,,,,,,
20050822:0500,2005,08,22,05,10,695.9,168.35,28.06,74.4,661.57,415.7,2.07,193,93430,,,,,,
20050822:0600,2005,08,22,06,11,773.4,163.2,29.07,72.15,686.76,430,2.34,212,93450,,,,,,
20050822:0700,2005,08,22,07,12,816.35,193.5,29.88,65.6,672.02,431.4,1.45,250,93360,,,,,,
20050822:0800,2005,08,22,08,13,735.4,160.45,30.76,61.55,631.97,439.3,1.52,257,93320,,,,,,
20050822:0900,2005,08,22,09,14,663.15,149.25,31.2,59.65,612.9,429.85,1.38,255,93290,,,,,,
20050822:1000,2005,08,22,10,15,400.7,132.5,31.53,55.95,373.63,433.1,1.03,241,93250,,,,,,
20050822:1100,2005,08,22,11,16,336,94.4,31.44,54.15,434.51,436,0.76,198,93210,,,,,,
20050822:1200,2005,08,22,12,17,143.15,60.9,31.42,54.15,225.89,427.9,0.34,176,93210,,,,,,
20050822:1300,2005,08,22,13,18,20.65,14.65,30.55,57.6,38.67,423.65,1.03,138,93200,,,,,,
20050822:1400,2005,08,22,14,19,0,0,29,65.4,0,416.1,1.59,128,93230,,,,,,
20050822:1500,2005,08,22,15,20,0,0,27.72,74.3,0,412.4,1.52,122,93270,,,,,,
20050822:1600,2005,08,22,16,21,0,0,26.74,81.85,0,407.75,1.45,97,93310,,,,,,
20050822:1700,2005,08,22,17,22,0,0,26.09,84.5,0,408.15,1.38,68,93340,,,,,,
20050822:1800,2005,08,22,18,23,0,0,25.52,87.3,0,403.3,1.38,57,93340,,,,,,
20050822:1900,2005,08,22,19,0,0,0,25.37,87.3,0,404.1,1.66,72,93330,,,,,,
20050822:2000,2005,08,22,20,1,0,0,25.07,90.15,0,406.6,1.59,71,93290,,,,,,
20050822:2100,2005,08,22,21,2,0,0,24.77,90.1,0,403.1,1.52,69,93310,,,,,,
20050822:2200,2005,08,22,22,3,0,0,24.56,90.1,0,406.6,1.52,71,93270,,,,,,
20050822:2300,2005,08,22,23,4,0,0,24.39,90.1,0,404.65,1.52,72,93290,,,,,,
20050823:0000,2005,08,23,00,5,0,0,24.3,90.1,0,407.55,1.45,63,93310,,,,,,
20050823:0100,2005,08,23,01,6,95.55,48.85,24.04,93.1,660.07,404.6,1.31,50,93340,,,,,,
20050823:0200,2005,08,23,02,7,274.8,94.4,25.9,84.5,638.05,411.45,0.62,62,93380,,,,,,
20050823:0300,2005,08,23,03,8,395.65,130.9,27.64,74.3,548.12,418,0.69,120,93410,,,,,,
20050823:0400,2005,08,23,04,9,599.15,157.8,28.43,69.75,670.81,424.2,0.76,177,93430,,,,,,
20050823:0500,2005,08,23,05,10,658.65,156.55,29.5,67.7,631.12,430.2,1.24,207,93450,,,,,,
20050823:0600,2005,08,23,06,11,710.25,169.25,30.37,61.55,610.23,439.9,1.52,217,93440,,,,,,
20050823:0700,2005,08,23,07,12,729.3,207.75,31.17,59.65,564.04,443.95,1.66,215,93350,,,,,,
20050823:0800,2005,08,23,08,13,706.15,161.75,31.47,57.85,600,442.2,1.72,207,93310,,,,,,
20050823:0900,2005,08,23,09,14,598.35,168.4,31.76,57.85,514.46,440.65,1.72,200,93280,,,,,,
20050823:1000,2005,08,23,10,15,488.9,131.7,31.98,56.1,499.78,440.45,1.59,186,93250,,,,,,
20050823:1100,2005,08,23,11,16,331.2,103.15,31.81,57.85,412.71,438.15,1.66,195,93210,,,,,,
20050823:1200,2005,08,23,12,17,130.55,61.05,31.43,55.95,192.89,431.4,1.03,190,93190,,,,,,
20050823:1300,2005,08,23,13,18,17.05,12.2,30.31,63.5,32.11,435.05,0.83,136,93190,,,,,,
20050823:1400,2005,08,23,14,19,0,0,29.07,67.6,0,426.55,1.66,116,93200,,,,,,
20050823:1500,2005,08,23,15,20,0,0,27.93,74.4,0,419,1.86,104,93250,,,,,,
20050823:1600,2005,08,23,16,21,0,0,27.15,79.3,0,418.8,1.86,94,93300,,,,,,
20050823:1700,2005,08,23,17,22,0,0,26.35,79.2,0,411.05,1.66,85,93320,,,,,,
20050823:1800,2005,08,23,18,23,0,0,25.84,81.8,0,412.6,1.52,69,93310,,,,,,
20050823:1900,2005,08,23,19,0,0,0,25.95,84.5,0,407.75,1.72,71,93240,,,,,,
20050823:2000,2005,08,23,20,1,0,0,25.77,87.3,0,412.6,1.66,69,93230,,,,,,
20050823:2100,2005,08,23,21,2,0,0,25.51,87.3,0,410.65,1.72,70,93230,,,,,,
20050823:2200,2005,08,23,22,3,0,0,25.18,87.25,0,407.75,1.79,76,93190,,,,,,
20050823:2300,2005,08,23,23,4,0,0,24.95,87.25,0,406.6,1.79,75,93180,,,,,,
20050824:0000,2005,08,24,00,5,0,0,24.78,90.1,0,405.05,1.86,78,93170,,,,,,
20050824:0100,2005,08,24,01,6,93.55,49.15,24.8,84.4,648.59,407.1,2.28,88,93230,,,,,,
20050824:0200,2005,08,24,02,7,241.3,103.4,25.74,81.75,491.32,411.05,1.52,88,93310,,,,,,
20050824:0300,2005,08,24,03,8,364.75,148.4,26.7,76.65,449.69,416.1,1.38,102,93330,,,,,,
20050824:0400,2005,08,24,04,9,590.65,149.5,28.05,69.65,672.4,421.3,1.31,105,93330,,,,,,
20050824:0500,2005,08,24,05,10,728.45,164.5,29.45,65.5,710.54,429.85,1.17,127,93350,,,,,,
20050824:0600,2005,08,24,06,11,558.15,190.15,30.53,59.55,416.03,433.9,0.9,176,93330,,,,,,
20050824:0700,2005,08,24,07,12,687,207.7,30.27,67.8,519.59,446.45,1.59,172,93310,,,,,,
20050824:0800,2005,08,24,08,13,628.95,183.6,30.47,67.85,492.18,446.65,1.79,153,93280,,,,,,
20050824:0900,2005,08,24,09,14,640.15,161.2,30.96,65.8,575.03,449.75,2.14,164,93230,,,,,,
20050824:1000,2005,08,24,10,15,463.55,162.15,31.48,61.75,423.58,439.9,2,171,93160,,,,,,
20050824:1100,2005,08,24,11,16,254.15,129.65,30.98,63.7,226.76,438.9,2.21,194,93180,,,,,,
20050824:1200,2005,08,24,12,17,112.3,63.5,29.32,67.6,136.91,437.75,0.28,117,93140,,,,,,
20050824:1300,2005,08,24,13,18,13,11.1,27.53,69.6,12.93,429.45,2.9,56,93210,,,,,,
20050824:1400,2005,08,24,14,19,0,0,26.64,71.75,0,421.7,2.34,93,93200,,,,,,
20050824:1500,2005,08,24,15,20,0,0,25.94,76.6,0,415.3,2.28,117,93240,,,,,,
20050824:1600,2005,08,24,16,21,0,0,25.13,81.7,0,404.3,1.38,83,93270,,,,,,
20050824:1700,2005,08,24,17,22,0,0,24.92,81.7,0,403.7,1.66,27,93280,,,,,,
20050824:1800,2005,08,24,18,23,0,0,24.67,84.35,0,404.45,1.45,52,93230,,,,,,
20050824:1900,2005,08,24,19,0,0,0,23.82,84.35,0,398.65,1.03,78,93300,,,,,,
20050824:2000,2005,08,24,20,1,0,0,23.64,90.05,0,404.65,0.69,354,93270,,,,,,
20050824:2100,2005,08,24,21,2,0,0,23.69,90.05,0,408.55,0.9,2,93250,,,,,,
20050824:2200,2005,08,24,22,3,0,0,23.28,90.05,0,398.65,1.03,33,93180,,,,,,
20050824:2300,2005,08,24,23,4,0,0,22.77,93.05,0,400.4,1.79,288,93210,,,,,,
20050825:0000,2005,08,25,00,5,0,0,21.19,96.15,0,413.4,2.28,286,93350,,,,,,
20050825:0100,2005,08,25,01,6,40.7,36.4,21.34,93,64.99,411.95,2.83,59,93280,,,,,,
20050825:0200,2005,08,25,02,7,197.6,136.95,22.48,87.1,217.69,404.85,1.45,57,93290,,,,,,
20050825:0300,2005,08,25,03,8,313.75,177.1,23.76,87.1,285.18,398.65,1.66,267,93370,,,,,,
20050825:0400,2005,08,25,04,9,562.15,233.7,24.67,81.65,502.05,409.5,1.17,256,93400,,,,,,
20050825:0500,2005,08,25,05,10,762.65,178.8,26.57,74.15,737.39,408.55,0.48,336,93390,,,,,,
20050825:0600,2005,08,25,06,11,753.05,182.2,28.39,65.3,646.85,411.25,0.34,321,93360,,,,,,
20050825:0700,2005,08,25,07,12,747.55,220.05,29.43,63.4,573.25,428.85,0.9,96,93350,,,,,,
20050825:0800,2005,08,25,08,13,752.55,181.35,30.37,59.55,633.05,431.2,1.1,160,93310,,,,,,
20050825:0900,2005,08,25,09,14,642.1,152.75,31.12,57.75,589.56,430,1.38,162,93250,,,,,,
20050825:1000,2005,08,25,10,15,505.9,153.05,31.3,57.75,498.16,429.05,1.66,170,93200,,,,,,
20050825:1100,2005,08,25,11,16,286.5,119.6,31.27,57.75,305.99,429.85,1.72,183,93170,,,,,,
20050825:1200,2005,08,25,12,17,122.75,63.65,30.37,59.55,167.66,425.2,1.59,210,93170,,,,,,
20050825:1300,2005,08,25,13,18,15.45,12.75,29.37,63.4,18.92,433.3,0.76,183,93210,,,,,,
20050825:1400,2005,08,25,14,19,0,0,28.35,69.75,0,422.85,1.03,95,93250,,,,,,
20050825:1500,2005,08,25,15,20,0,0,27.24,79.3,0,413.2,1.52,76,93330,,,,,,
20050825:1600,2005,08,25,16,21,0,0,26.48,79.2,0,412,1.93,73,93390,,,,,,
20050825:1700,2005,08,25,17,22,0,0,25.87,81.8,0,412.4,1.59,74,93410,,,,,,
20050825:1800,2005,08,25,18,23,0,0,24.96,87.25,0,407.55,0.48,4,93460,,,,,,
20050825:1900,2005,08,25,19,0,0,0,24.8,87.25,0,412.2,0.9,65,93400,,,,,,
20050825:2000,2005,08,25,20,1,0,0,24.13,93.1,0,411.05,0.9,9,93410,,,,,,
20050825:2100,2005,08,25,21,2,0,0,24.07,90.1,0,410.65,1.52,41,93410,,,,,,
20050825:2200,2005,08,25,22,3,0,0,23.88,87.15,0,406.2,2.28,53,93420,,,,,,
20050825:2300,2005,08,25,23,4,0,0,23.81,81.55,0,404.45,2.07,52,93380,,,,,,
20050826:0000,2005,08,26,00,5,0,0,23.43,84.25,0,406,1.17,32,93380,,,,,,
20050826:0100,2005,08,26,01,6,70.55,55.3,23.15,87.1,238.77,401.85,1.1,349,93440,,,,,,
20050826:0200,2005,08,26,02,7,242.9,125.1,24.11,84.35,425.99,403.1,1.59,332,93460,,,,,,
20050826:0300,2005,08,26,03,8,444.7,128.95,25.47,76.5,661.62,409.1,1.79,313,93500,,,,,,
20050826:0400,2005,08,26,04,9,622.15,149.75,26.82,71.85,724.19,406,1.72,307,93520,,,,,,
20050826:0500,2005,08,26,05,10,738.4,157.6,28.2,67.4,735.35,416.3,1.72,298,93540,,,,,,
20050826:0600,2005,08,26,06,11,835.9,159.2,29.26,65.4,768.62,422.1,1.66,286,93520,,,,,,
20050826:0700,2005,08,26,07,12,801.2,171.85,30.96,54.05,685.65,425.75,1.66,242,93470,,,,,,
20050826:0800,2005,08,26,08,13,787.25,152.15,31.57,50.7,705.91,429.05,1.66,233,93420,,,,,,
20050826:0900,2005,08,26,09,14,632.25,154.3,32.04,49.15,577.87,430.8,1.79,227,93390,,,,,,
20050826:1000,2005,08,26,10,15,525.2,130.2,32.11,49.15,560.28,428.1,1.79,219,93330,,,,,,
20050826:1100,2005,08,26,11,16,325.8,97.5,31.97,49.15,421.4,428.45,2,209,93270,,,,,,
20050826:1200,2005,08,26,12,17,124.1,60.95,31.45,50.7,181.2,430,1.79,207,93260,,,,,,
20050826:1300,2005,08,26,13,18,14.95,11.8,29.64,59.35,22.76,427.3,0.21,296,93290,,,,,,
20050826:1400,2005,08,26,14,19,0,0,28.71,65.3,0,424,1.1,85,93310,,,,,,
20050826:1500,2005,08,26,15,20,0,0,27.62,69.6,0,414.9,1.86,91,93370,,,,,,
20050826:1600,2005,08,26,16,21,0,0,26.83,71.85,0,413.75,1.93,85,93420,,,,,,
20050826:1700,2005,08,26,17,22,0,0,26.06,76.6,0,407.55,1.79,74,93410,,,,,,
20050826:1800,2005,08,26,18,23,0,0,25.41,81.75,0,411.25,1.31,55,93420,,,,,,
20050826:1900,2005,08,26,19,0,0,0,24.97,79.05,0,407.2,1.79,67,93370,,,,,,
20050826:2000,2005,08,26,20,1,0,0,24.35,81.65,0,406.8,1.93,63,93360,,,,,,
20050826:2100,2005,08,26,21,2,0,0,24.13,84.35,0,413,1.45,66,93340,,,,,,
20050826:2200,2005,08,26,22,3,0,0,23.24,93.05,0,409.5,1.03,307,93370,,,,,,
20050826:2300,2005,08,26,23,4,0,0,22.94,90.05,0,407.4,0.9,306,93380,,,,,,
20050827:0000,2005,08,27,00,5,0,0,22.78,90.05,0,409.3,1.17,6,93360,,,,,,
20050827:0100,2005,08,27,01,6,69.7,51.1,22.79,90.05,302.08,413.5,1.66,350,93400,,,,,,
20050827:0200,2005,08,27,02,7,195.55,118.9,23.34,90.05,279.29,400.8,1.66,338,93490,,,,,,
20050827:0300,2005,08,27,03,8,356.55,143.85,23.51,90.05,447.52,406.8,2.41,313,93550,,,,,,
20050827:0400,2005,08,27,04,9,479.3,175.75,24.6,81.65,466.72,416.65,2,4,93570,,,,,,
20050827:0500,2005,08,27,05,10,543.95,248.2,26.38,71.75,375.39,410.65,1.31,359,93580,,,,,,
20050827:0600,2005,08,27,06,11,570.95,198.1,25.78,79.1,424.53,421.7,2.07,302,93640,,,,,,
20050827:0700,2005,08,27,07,12,625.7,207.6,27.08,69.5,456.68,425.95,1.03,335,93660,,,,,,
20050827:0800,2005,08,27,08,13,638,190.6,27.62,69.6,498.76,427.7,1.52,334,93630,,,,,,
20050827:0900,2005,08,27,09,14,551.55,148.35,28.28,69.65,489.27,424.6,1.38,2,93510,,,,,,
20050827:1000,2005,08,27,10,15,328,124.8,28.46,67.5,289.61,423.85,0.97,77,93490,,,,,,
20050827:1100,2005,08,27,11,16,220.75,97.45,27.97,65.2,229.17,428.3,1.79,91,93440,,,,,,
20050827:1200,2005,08,27,12,17,120.6,65.55,27.93,65.2,159.82,425.75,1.72,93,93440,,,,,,
20050827:1300,2005,08,27,13,18,14.55,11.8,27.46,67.3,20.52,423.65,2.62,97,93430,,,,,,
20050827:1400,2005,08,27,14,19,0,0,26.17,74.1,0,417.65,2.76,82,93450,,,,,,
20050827:1500,2005,08,27,15,20,0,0,24.89,76.45,0,409.7,2.55,66,93510,,,,,,
20050827:1600,2005,08,27,16,21,0,0,24.4,76.35,0,417.25,2.41,65,93550,,,,,,
20050827:1700,2005,08,27,17,22,0,0,23.91,78.9,0,409.7,2.21,48,93540,,,,,,
20050827:1800,2005,08,27,18,23,0,0,23.52,78.85,0,407.55,1.93,15,93520,,,,,,
20050827:1900,2005,08,27,19,0,0,0,23.49,81.5,0,402.15,1.17,20,93530,,,,,,
20050827:2000,2005,08,27,20,1,0,0,23.15,81.5,0,411.45,1.45,308,93580,,,,,,
20050827:2100,2005,08,27,21,2,0,0,22.64,84.25,0,408.75,1.66,6,93550,,,,,,
20050827:2200,2005,08,27,22,3,0,0,22.42,84.25,0,394.8,1.86,3,93540,,,,,,
20050827:2300,2005,08,27,23,4,0,0,22.14,84.15,0,390.75,1.66,357,93550,,,,,,
